doubled_token,doubles,triples,constraint,excluded_token,direction,count
"o,M,a,Q",1,no,no_triple,"c^c,c,8,9",after,1
"o,M,9",1,no,no_triple,"c^c,o,N,9",before,1
"o,M,9",1,no,no_triple,"o,M,a,n",after,1
"4,o,c,N,o,x",1,no,no_triple,"8,a,m",before,1
"4,o,c,N,o,x",1,no,no_triple,"4,o,c,N,c,o,x",after,1
"o,P2,cc,c,o,Z",1,no,no_triple,"c^c,c,c,9",before,1
"o,P2,cc,c,o,Z",1,no,no_triple,"o,P2,cc,c,o,x",after,1
"o,Z,a,n",1,no,no_triple,"8,a,m",before,1
"o,Z,a,n",1,no,no_triple,"o,x,8,a,m",after,1
"9,N,c,c,9",1,no,no_triple,"8,a,x,8,9",before,1
"9,N,c,c,9",1,no,no_triple,"o,8,a,x",after,1
"o,P2,cc,8,9",1,no,no_triple,"o,M,a,Z",before,1
"o,P2,cc,8,9",1,no,no_triple,"4,o,M,a,Z",after,1
"cc,c,N,a,m",1,no,no_triple,"o,8,9",before,1
"cc,c,N,a,m",1,no,no_triple,"cc,N,9",after,1
"o,N,c,o,8,9",1,no,no_triple,"o,Z,a,n",before,1
"o,N,c,o,8,9",1,no,no_triple,"8,a,n,2,a,x,9",after,1
"x,c^c,c,9",1,no,no_triple,"c^c,c,9",before,1
"x,c^c,c,9",1,no,no_triple,"4,o,a,Z",after,1
"x,cc,c,c,8,9",1,no,no_triple,"a,m,Z,o",before,1
"x,cc,c,c,8,9",1,no,no_triple,"4,o,2,a,m",after,1
"o,M,a,i,Z",1,no,no_triple,"o,M,a,m",before,1
"o,M,a,i,Z",1,no,no_triple,"o,N,c,c,8,9",after,1
"o,N,a,x",1,no,no_triple,"o,M,a,i,Z",before,1
"o,N,a,x",1,no,no_triple,"4,o,N,a,n",after,1
"x,N,a,m",1,no,no_triple,"o,N,c,c,9",before,1
"x,N,a,m",1,no,no_triple,"o,N,a,n",after,1
"o,M,c,c,9",1,no,no_triple,"4,o,N,o,x",before,1
"o,M,c,c,9",1,no,no_triple,"x,N,a,n",after,1
"4,o,N,c,9",1,no,no_triple,"o,N,c,o,M,c,c,9",before,1
"4,o,N,c,9",1,no,no_triple,"4,o,N,c,c,9",after,1
"x,N,c,8,9",1,no,no_triple,"4,o,N,c,c,9",before,1
"x,N,c,8,9",1,no,no_triple,"4,o,N,c,c,8,9",after,1
"o,N,c,c,8,9",1,no,no_triple,"4,o,N,c,c,8,9",before,1
"o,N,c,c,8,9",1,no,no_triple,"cc,c,8,a,x",after,1
"cc,a,x",1,no,no_triple,"cc,o,Z",before,1
"cc,a,x",1,no,no_triple,"cc,c,8,9",after,1
"x,cc,c,8,9",1,no,no_triple,"x,N,c,c,9",before,1
"x,cc,c,8,9",1,no,no_triple,"8,a,i,2",after,1
"x,N,c,c,8,9",1,no,no_triple,"8,c^c,c,9",before,1
"x,N,c,c,8,9",1,no,no_triple,"cc,c,c,8,9",after,1
"cc,c,N,c,c,9",1,no,no_triple,"4,o,N,a,n",before,1
"cc,c,N,c,c,9",1,no,no_triple,"x,cc,c,8,9",after,1
"o,M,c,c,8,9",1,no,no_triple,"cc,c,c,9",before,1
"o,M,c,c,8,9",1,no,no_triple,"o,M,a,m",after,1
"o,M,c,8,9",1,no,no_triple,"4,o,N,c,8,9",before,1
"o,M,c,8,9",1,no,no_triple,"x,o",after,1
"x,N,9",1,no,no_triple,"o,P2,cc,c,8,9",before,1
"x,N,9",1,no,no_triple,"c^c,M,9",after,1
"8,a,i,Z",1,no,no_triple,"N,o,x",before,1
"8,a,i,Z",1,no,no_triple,"cc,8,a,i,Z",after,1
"cc,c,8,a,n",1,no,no_triple,"cc,c,8,o,x",before,1
"cc,c,8,a,n",1,no,no_triple,"c^c,c,8,9",after,1
"o,P2,cc,c,8,9",1,no,no_triple,"4,o,M,a,m",before,1
"o,P2,cc,c,8,9",1,no,no_triple,"c^c,c,8,9",after,1
"4,o,N,cc,c,8,9",1,no,no_triple,"4,o,M,cc,c,8,9",before,1
"4,o,N,cc,c,8,9",1,no,no_triple,"cc,o,M,a,Z",after,1
"4,o,N,cc,c,9",1,no,no_triple,"4,o,N,c,9",before,1
"4,o,N,cc,c,9",1,no,no_triple,"Z,a,x",after,1
